label,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
0.0,-0.0023957863,-0.0033150315,-0.0002553761,0.0061094277,-0.00078901276,0.012058623,-0.0039075315,0.0047032605,0.006989979,0.004665315,0.99452627,1.0007967,0.993209,0.99742806,0.9972596,0.99619406,0.9981921,0.9996483,1.0018214,0.99776965
0.0,-0.0005557686,0.00020171702,0.007215984,-0.00073606893,0.0018314011,0.001514934,0.002596017,-0.0027154568,-0.0018212656,-0.0004712306,1.0038853,1.0016568,0.99798805,0.99549323,1.0009952,0.9973032,0.99338555,1.0013592,1.003961,0.9979577
0.0,-0.003044702,-0.0019992813,0.0042471737,0.0040553287,0.0014397427,0.008302953,-0.0010285378,0.00047745602,0.0023456765,0.0015562251,0.99926317,1.0032812,0.9939,0.9955494,0.99880457,0.9963233,0.99490815,0.9995155,1.0042827,0.9980675
0.0,0.0031406432,0.00049701333,0.007233277,-0.0042491965,0.00018015876,-0.002146095,0.0048794597,-0.0039086486,-0.002720357,-0.0007163137,1.005549,0.99758345,1.0006119,0.99582475,1.002739,0.9970501,0.99590766,1.003982,1.0022116,0.9969264
0.0,0.0029833615,-0.00270731,-0.0036664195,-0.0015160404,-0.006045725,0.0047143474,0.00071491674,0.0032677143,0.0028974134,0.0039350856,0.9947547,0.99508035,1.0006586,0.99705374,0.9988271,0.99563503,1.0019281,1.0042765,0.996344,0.9948141
0.0,-0.0033204034,-0.0037310421,0.0013029799,0.0044056363,-0.00037817657,0.009757414,-0.0020061433,0.0022353618,0.0040001813,0.003206227,0.99618584,1.0017533,0.9941844,0.996042,0.9982733,0.99566036,0.99712795,1.0004373,1.0024973,0.9973888
0.0,0.002595842,-0.00077435374,-0.0034133177,9.171665e-05,-0.0053166263,0.0052663498,-0.0008325428,0.004138919,0.005555163,0.0052428264,0.9941308,0.99316305,0.9997883,0.9994982,0.99839836,0.9951021,1.0009692,1.0044519,0.9959271,0.9958646
0.0,-0.0015463904,-0.0020020828,0.0060334466,0.0006082803,0.0018845014,0.004516244,0.0020321906,-0.0014179791,-0.0013250513,-0.00027295575,1.0028144,1.0038565,0.99615526,0.9935865,1.0004334,0.997976,0.9951614,0.99970245,1.0047427,0.9975516
0.0,-0.0032261088,-0.0017991811,0.004322704,0.005376626,0.001805462,0.00993171,-0.002236817,0.0012351726,0.003345836,0.0015211739,0.9988995,1.0043238,0.99282557,0.9957805,0.9981419,0.9966223,0.9945939,0.99839467,1.0048864,0.9985176
0.0,9.097159e-06,-0.0011938214,0.0033013597,0.0010343604,-0.0012180507,0.005096305,0.00052249804,0.00047944812,0.0026489361,0.0018019006,0.9993112,0.9984262,0.9974492,0.99721605,0.9994275,0.99526405,0.9961661,1.002203,1.001223,0.9972115
1.0,0.0023275241,-0.0025599822,-0.0032144412,-0.001423575,-0.005750213,0.0041785873,0.0005963817,0.002698759,0.0030112695,0.004029345,0.9948865,0.99473894,1.0005385,0.9976131,0.99899495,0.9952075,1.0014379,1.0048983,0.99648273,0.9949183
1.0,0.0022502914,-0.0018347651,0.001402352,-0.00056649745,-0.0027443655,0.0042785965,0.0013565384,0.00022742478,0.0020421231,0.0023121499,0.99851614,0.99705744,0.9983108,0.9964382,0.99995244,0.99545556,0.9991762,1.0033557,1.0000854,0.9958326
1.0,0.0013119653,-0.0022860318,-0.004837092,0.0006558858,-0.005488146,0.0064736716,-0.0013950616,0.004648891,0.004988528,0.0057249535,0.9926009,0.9951335,0.9992782,0.9984901,0.9980137,0.9956041,1.0014716,1.0039777,0.9961581,0.99551916
1.0,0.00045372546,0.00079767406,0.0074580163,-0.0014578775,0.0016234554,0.00035918877,0.0030498914,-0.003259284,-0.0018474003,-0.0003018938,1.0043434,1.0003085,0.9984844,0.9960227,1.0015119,0.99707866,0.993671,1.0022482,1.003565,0.9978428
1.0,0.0021495745,-0.0028046668,-0.0016559064,-0.0011692718,-0.0047642626,0.004618015,0.0010825619,0.0020964514,0.0024586841,0.0032450482,0.9961668,0.99588364,0.9998069,0.99663496,0.99932694,0.9954055,1.0008521,1.0040469,0.9977601,0.99523526
1.0,-0.0017130598,-0.00086376816,0.004937906,0.0030216724,0.0013077147,0.0065420717,-0.00030533597,-0.00021058647,0.0021887487,0.0014669299,1.0002418,1.0018486,0.99483323,0.9963054,0.9992446,0.9962901,0.99466646,1.0003536,1.0038886,0.99799114
1.0,-4.813075e-05,-0.0040975064,-0.006968513,0.002426397,-0.0053363107,0.009679176,-0.0029853433,0.007166389,0.005779187,0.006898299,0.9902511,0.99777013,0.99819136,0.99748105,0.9969581,0.99708045,1.0020219,1.0018743,0.9965472,0.9955546
1.0,0.0024831668,-0.0008356124,-0.000354331,-0.0014058463,-0.0041606314,0.0026708618,0.0010457821,0.00072995154,0.0029532667,0.0035353974,0.9970578,0.99374455,0.99984324,0.99858534,0.9999424,0.994422,0.99982786,1.0056367,0.9976657,0.9956379
1.0,0.0033873618,-0.0011570752,0.0030131787,-0.0030269437,-0.0027725957,0.0009872429,0.0033881702,-0.001369325,0.0001752628,0.0011080503,1.0010784,0.9956387,1.000262,0.99638397,1.0012213,0.99547565,0.99888414,1.0046859,0.9997504,0.9957479
1.0,0.0016239211,-0.0008846,-0.0005630143,4.3585896e-07,-0.003629081,0.0040583573,-7.196888e-05,0.0012534256,0.0039812876,0.0041547976,0.99618584,0.9944824,0.9986352,0.9989186,0.99945766,0.99446326,0.9995176,1.0050006,0.9981868,0.99593943
0.0,-0.0019809827,-0.0046323165,-0.0022036247,0.0027825795,-0.0029148646,0.009043444,-0.0016038008,0.0040070587,0.0044759447,0.004611904,0.9938381,0.9991258,0.99661636,0.9964056,0.9980315,0.9957754,0.99964374,1.0019107,0.9995685,0.9961837
0.0,0.0027429834,0.0010116026,0.008672174,-0.003948126,0.0018735044,-0.0022809282,0.005019039,-0.004348205,-0.0038201269,-0.0014636591,1.0070995,1.0001149,1.0000796,0.9948503,1.0027664,0.9985995,0.9945773,1.0023851,1.0039029,0.99747044
0.0,-0.0029990897,-0.0024212673,0.0059919246,0.0010078959,0.0020672642,0.0047717467,0.0015967526,-0.0014572511,-0.0015798314,-0.00043452904,1.0023311,1.0047222,0.9961544,0.9936452,1.0000463,0.9977082,0.9942664,0.99960583,1.0049566,0.9976775
0.0,-0.0023777112,-0.0021632463,0.003354881,0.0032872297,0.0004403107,0.0075359344,-0.0007741973,0.00037322612,0.0025779111,0.0021994188,0.99849474,1.0015601,0.9946188,0.99602205,0.99914616,0.9956988,0.9959836,1.0007964,1.0031804,0.99758035
